@relation powersupply
@attribute width  numeric
@attribute height numeric
@attribute color  {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23}
@data
0.384018,0.401869,23
0.352055,0.359813,0
0.315525,0.331776,1
0.278995,0.275701,2
0.253881,0.266355,3
0.235616,0.238318,4
0.256164,0.247664,5
0.265297,0.280374,6
0.288128,0.294393,7
0.326941,0.317757,8
0.272146,0.252336,9
0.290411,0.28972,10
0.340639,0.345794,11
0.349315,0.369159,12
0.328767,0.350467,13
0.283105,0.28972,14
0.287671,0.285047,15
0.299543,0.299065,16
0.356621,0.359813,17
0.50274,0.518692,18
0.50274,0.537383,19
0.534703,0.537383,20
0.477626,0.514019,21
0.441096,0.448598,22
0.37032,0.401869,23
0.301826,0.336449,0
0.258447,0.271028,1
0.217352,0.224299,2
0.208219,0.21028,3
0.212785,0.214953,4
0.251598,0.261682,5
0.288128,0.32243,6
0.422831,0.434579,7
0.596347,0.630841,8
0.642009,0.654206,9
0.683105,0.714953,10
0.692237,0.733645,11
0.70137,0.686916,12
0.610046,0.640187,13
0.600913,0.616822,14
0.614612,0.621495,15
0.621461,0.630841,16
0.724201,0.742991,17
0.747032,0.771028,18
0.733333,0.761682,19
0.669406,0.658879,20
0.619178,0.598131,21
0.514155,0.495327,22
0.452511,0.443925,23
0.358447,0.364486,0
0.305936,0.331776,1
0.232877,0.252336,2
0.211416,0.219626,3
0.221461,0.219626,4
0.260274,0.28972,5
0.324201,0.317757,6
0.447489,0.453271,7
0.639269,0.626168,8
0.680365,0.682243,9
0.700913,0.705607,10
0.755708,0.719626,11
0.703196,0.724299,12
0.630137,0.630841,13
0.607306,0.635514,14
0.623288,0.616822,15
0.659817,0.663551,16
0.734247,0.719626,17
0.76621,0.785047,18
0.761644,0.794393,19
0.652968,0.682243,20
0.600457,0.621495,21
0.495434,0.53271,22
0.442922,0.462617,23
0.347032,0.331776,0
0.299087,0.285047,1
0.232877,0.238318,2
0.242009,0.219626,3
0.242009,0.200935,4
0.269406,0.242991,5
0.303653,0.303738,6
0.369863,0.392523,7
0.47032,0.490654,8
0.515982,0.523364,9
0.589041,0.602804,10
0.593607,0.61215,11
0.56621,0.579439,12
0.497717,0.523364,13
0.452055,0.471963,14
0.456621,0.471963,15
0.458904,0.476636,16
0.56621,0.61215,17
0.634703,0.663551,18
0.636986,0.67757,19
0.593607,0.621495,20
0.545662,0.560748,21
0.390411,0.46729,22
0.417808,0.406542,23
0.363014,0.35514,0
0.281279,0.280374,1
0.235616,0.238318,2
0.228767,0.205607,3
0.194521,0.186916,4
0.215068,0.21028,5
0.278995,0.266355,6
0.285845,0.28972,7
0.324658,0.345794,8
0.324658,0.327103,9
0.4,0.401869,10
0.438813,0.453271,11
0.450228,0.46729,12
0.386301,0.397196,13
0.354338,0.369159,14
0.354338,0.350467,15
0.356621,0.359813,16
0.409132,0.46729,17
0.527854,0.528037,18
0.556621,0.565421,19
0.556621,0.560748,20
0.49726,0.518692,21
0.433333,0.448598,22
0.403653,0.38785,23
0.308676,0.327103,0
0.244749,0.275701,1
0.210502,0.228972,2
0.199087,0.21028,3
0.20137,0.205607,4
0.194521,0.214953,5
0.253881,0.252336,6
0.296804,0.313084,7
0.351598,0.364486,8
0.365297,0.369159,9
0.447489,0.453271,10
0.474886,0.490654,11
0.511416,0.509346,12
0.438356,0.457944,13
0.392694,0.411215,14
0.385845,0.401869,15
0.392694,0.406542,16
0.538813,0.546729,17
0.575342,0.574766,18
0.591324,0.61215,19
0.582192,0.598131,20
0.541096,0.560748,21
0.474886,0.495327,22
0.447489,0.448598,23
0.351598,0.35514,0
0.280822,0.285047,1
0.239726,0.247664,2
0.228311,0.238318,3
0.212329,0.228972,4
0.262557,0.271028,5
0.340183,0.345794,6
0.550228,0.574766,7
0.778995,0.799065,8
0.845205,0.873832,9
0.872603,0.88785,10
0.847489,0.864486,11
0.838356,0.836449,12
0.769863,0.742991,13
0.763014,0.775701,14
0.763014,0.794393,15
0.822374,0.845794,16
0.810959,0.831776,17
0.9,0.939252,18
0.858904,0.883178,19
0.763014,0.785047,20
0.684018,0.71028,21
0.560274,0.602804,22
0.489498,0.490654,23
0.368493,0.383178,0
0.295434,0.308411,1
0.249772,0.271028,2
0.240639,0.252336,3
0.236073,0.238318,4
0.277169,0.280374,5
0.378995,0.373832,6
0.527397,0.570093,7
0.879452,0.845794,8
0.852055,0.878505,9
0.83379,0.878505,10
0.815525,0.850467,11
0.783562,0.813084,12
0.710502,0.733645,13
0.728767,0.771028,14
0.726484,0.766355,15
0.788128,0.82243,16
0.838356,0.88785,17
0.902283,0.925234,18
0.865753,0.892523,19
0.747032,0.766355,20
0.703196,0.714953,21
0.573973,0.61215,22
0.478082,0.5,23
0.378995,0.401869,0
0.294521,0.313084,1
0.253425,0.285047,2
0.239726,0.275701,3
0.248858,0.266355,4
0.287671,0.308411,5
0.358447,0.392523,6
0.600457,0.635514,7
0.850685,0.869159,8
0.873516,0.929907,9
0.910046,0.943925,10
0.907763,0.962617,11
0.830137,0.892523,12
0.741096,0.775701,13
0.713699,0.775701,14
0.759361,0.799065,15
0.807306,0.831776,16
0.834703,0.859813,17
0.926027,0.962617,18
0.903196,0.883178,19
0.778539,0.78972,20
0.673516,0.733645,21
0.589041,0.635514,22
0.488584,0.495327,23
0.36758,0.415888,0
0.305936,0.32243,1
0.276256,0.294393,2
0.248858,0.275701,3
0.251142,0.266355,4
0.294521,0.331776,5
0.376712,0.415888,6
0.601826,0.626168,7
0.855251,0.864486,8
0.887215,0.911215,9
0.910046,0.911215,10
0.86895,0.883178,11
0.800457,0.836449,12
0.709132,0.724299,13
0.688584,0.728972,14
0.686301,0.738318,15
0.720548,0.771028,16
0.745662,0.82243,17
0.896347,0.934579,18
0.864384,0.915888,19
0.738813,0.775701,20
0.681735,0.71028,21
0.557078,0.584112,22
0.477169,0.485981,23
0.369863,0.401869,0
0.315068,0.327103,1
0.260274,0.28972,2
0.244292,0.242991,3
0.246575,0.233645,4
0.294521,0.294393,5
0.33105,0.336449,6
0.436073,0.490654,7
0.605023,0.64486,8
0.621918,0.663551,9
0.66758,0.691589,10
0.653881,0.668224,11
0.603653,0.635514,12
0.478082,0.53271,13
0.454338,0.495327,14
0.458904,0.476636,15
0.454338,0.485981,16
0.488584,0.523364,17
0.666667,0.714953,18
0.705479,0.728972,19
0.655251,0.696262,20
0.60274,0.630841,21
0.506849,0.53271,22
0.43379,0.471963,23
0.349315,0.383178,0
0.283105,0.313084,1
0.260274,0.271028,2
0.228311,0.224299,3
0.226027,0.224299,4
0.239726,0.247664,5
0.255708,0.285047,6
0.310502,0.327103,7
0.292237,0.32243,8
0.373059,0.401869,9
0.436986,0.46729,10
0.496347,0.509346,11
0.487215,0.514019,12
0.406393,0.439252,13
0.374429,0.401869,14
0.363014,0.383178,15
0.363014,0.369159,16
0.422374,0.406542,17
0.568493,0.598131,18
0.59589,0.640187,19
0.589041,0.630841,20
0.557078,0.598131,21
0.493151,0.546729,22
0.420091,0.453271,23
0.3379,0.373832,0
0.276256,0.299065,1
0.230594,0.247664,2
0.221461,0.242991,3
0.230594,0.247664,4
0.269406,0.285047,5
0.372146,0.392523,6
0.563927,0.607477,7
0.758447,0.808411,8
0.852055,0.897196,9
0.852055,0.901869,10
0.808676,0.869159,11
0.781279,0.817757,12
0.699087,0.724299,13
0.703653,0.728972,14
0.720548,0.766355,15
0.7379,0.733645,16
0.747945,0.794393,17
0.889498,0.925234,18
0.852968,0.892523,19
0.765297,0.780374,20
0.689498,0.700935,21
0.578539,0.635514,22
0.487215,0.509346,23
0.359361,0.406542,0
0.309132,0.327103,1
0.256621,0.28972,2
0.242922,0.280374,3
0.240639,0.266355,4
0.286301,0.317757,5
0.374886,0.415888,6
0.566667,0.602804,7
0.790868,0.836449,8
0.880365,0.911215,9
0.871233,0.906542,10
0.852968,0.883178,11
0.80274,0.831776,12
0.720548,0.757009,13
0.715982,0.757009,14
0.73653,0.785047,15
0.741096,0.780374,16
0.748858,0.803738,17
0.915525,0.953271,18
0.878995,0.920561,19
0.778539,0.799065,20
0.715525,0.728972,21
0.594521,0.570093,22
0.475799,0.509346,23
0.382192,0.401869,0
0.318265,0.336449,1
0.277169,0.294393,2
0.26347,0.285047,3
0.268037,0.280374,4
0.320548,0.341121,5
0.409589,0.420561,6
0.627854,0.635514,7
0.820091,0.836449,8
0.879452,0.911215,9
0.879452,0.897196,10
0.842922,0.864486,11
0.80274,0.831776,12
0.707763,0.724299,13
0.69863,0.724299,14
0.716895,0.747664,15
0.725114,0.766355,16
0.72968,0.785047,17
0.880365,0.920561,18
0.853881,0.901869,19
0.771689,0.808411,20
0.690411,0.71028,21
0.603653,0.640187,22
0.49863,0.53271,23
0.391324,0.406542,0
0.507763,0.331776,1
0.439269,0.303738,2
0.252055,0.266355,3
0.247489,0.271028,4
0.304566,0.313084,5
0.373059,0.397196,6
0.596804,0.598131,7
0.80274,0.803738,8
0.852968,0.85514,9
0.864384,0.88785,10
0.841553,0.873832,11
0.80274,0.803738,12
0.715982,0.733645,13
0.706849,0.728972,14
0.684018,0.733645,15
0.706849,0.742991,16
0.725114,0.761682,17
0.89863,0.957944,18
0.852968,0.892523,19
0.747489,0.785047,20
0.692694,0.724299,21
0.592237,0.635514,22
0.482648,0.495327,23
0.407306,0.406542,0
0.320548,0.331776,1
0.281735,0.285047,2
0.265753,0.280374,3
0.252055,0.271028,4
0.286301,0.313084,5
0.398174,0.397196,6
0.591324,0.621495,7
0.844749,0.864486,8
0.843836,0.878505,9
0.866667,0.897196,10
0.830137,0.85514,11
0.785388,0.82243,12
0.691781,0.728972,13
0.696347,0.719626,14
0.714612,0.747664,15
0.713699,0.747664,16
0.727397,0.742991,17
0.881735,0.915888,18
0.858904,0.897196,19
0.793607,0.836449,20
0.681735,0.714953,21
0.559361,0.570093,22
0.479452,0.514019,23
0.365297,0.392523,0
0.321918,0.35514,1
0.262557,0.299065,2
0.255708,0.275701,3
0.230594,0.247664,4
0.273973,0.28972,5
0.320091,0.350467,6
0.463927,0.490654,7
0.543836,0.588785,8
0.619178,0.649533,9
0.639726,0.663551,10
0.612329,0.649533,11
0.566667,0.598131,12
0.498174,0.514019,13
0.443379,0.476636,14
0.438813,0.462617,15
0.468493,0.481308,16
0.498174,0.514019,17
0.671689,0.691589,18
0.70137,0.733645,19
0.653425,0.686916,20
0.557534,0.602804,21
0.50137,0.509346,22
0.419178,0.439252,23
0.341553,0.35514,0
0.274886,0.299065,1
0.215525,0.257009,2
0.207763,0.238318,3
0.210046,0.214953,4
0.230594,0.238318,5
0.261644,0.257009,6
0.283105,0.317757,7
0.297717,0.308411,8
0.36621,0.383178,9
0.455251,0.476636,10
0.510046,0.53271,11
0.505479,0.537383,12
0.43242,0.462617,13
0.40274,0.415888,14
0.389041,0.411215,15
0.406393,0.434579,16
0.447489,0.476636,17
0.577626,0.579439,18
0.611872,0.635514,19
0.609589,0.621495,20
0.552511,0.565421,21
0.473516,0.504673,22
0.423288,0.443925,23
0.32968,0.35514,0
0.27032,0.294393,1
0.230594,0.252336,2
0.228311,0.238318,3
0.212329,0.233645,4
0.267123,0.299065,5
0.364384,0.392523,6
0.565297,0.588785,7
0.742466,0.813084,8
0.881735,0.901869,9
0.909132,0.929907,10
0.932877,0.925234,11
0.855251,0.897196,12
0.777626,0.78972,13
0.752511,0.78972,14
0.789041,0.831776,15
0.80274,0.845794,16
0.839269,0.845794,17
0.916895,0.901869,18
0.850685,0.88785,19
0.777626,0.794393,20
0.681279,0.705607,21
0.571689,0.607477,22
0.466667,0.490654,23
0.375342,0.415888,0
0.309132,0.341121,1
0.272603,0.299065,2
0.239726,0.275701,3
0.248858,0.271028,4
0.294521,0.373832,5
0.39726,0.401869,6
0.575799,0.607477,7
0.792694,0.859813,8
0.925114,0.948598,9
0.943379,0.953271,10
0.906849,0.906542,11
0.856621,0.878505,12
0.783562,0.78972,13
0.769863,0.780374,14
0.756164,0.799065,15
0.817808,0.841121,16
0.823288,0.836449,17
0.905479,0.939252,18
0.882648,0.915888,19
0.769406,0.794393,20
0.712329,0.728972,21
0.583105,0.616822,22
0.475799,0.5,23
0.379909,0.420561,0
0.302283,0.32243,1
0.255708,0.280374,2
0.255708,0.275701,3
0.242009,0.257009,4
0.278539,0.313084,5
0.36758,0.38785,6
0.592694,0.598131,7
0.852055,0.841121,8
0.918265,0.920561,9
0.93379,0.943925,10
0.915525,0.939252,11
0.888128,0.88785,12
0.784932,0.799065,13
0.784932,0.82243,14
0.800457,0.831776,15
0.823288,0.841121,16
0.836986,0.864486,17
0.914612,0.943925,18
0.878082,0.915888,19
0.792237,0.82243,20
0.694064,0.724299,21
0.603653,0.635514,22
0.494064,0.518692,23
0.393607,0.401869,0
0.318265,0.331776,1
0.273973,0.280374,2
0.253425,0.257009,3
0.253425,0.275701,4
0.317352,0.313084,5
0.392694,0.392523,6
0.589041,0.588785,7
0.781279,0.813084,8
0.9,0.911215,9
0.886301,0.901869,10
0.872603,0.892523,11
0.831507,0.85514,12
0.758447,0.771028,13
0.726484,0.747664,14
0.749315,0.780374,15
0.80411,0.836449,16
0.776712,0.785047,17
0.906849,0.925234,18
0.865753,0.906542,19
0.738813,0.803738,20
0.696347,0.728972,21
0.609589,0.626168,22
0.513699,0.481308,23
0.39726,0.411215,0
0.310502,0.317757,1
0.294521,0.280374,2
0.244292,0.252336,3
0.248858,0.252336,4
0.276256,0.294393,5
0.376712,0.392523,6
0.569863,0.579439,7
0.783562,0.803738,8
0.879452,0.883178,9
0.884018,0.901869,10
0.842922,0.883178,11
0.778995,0.803738,12
0.692237,0.719626,13
0.687671,0.700935,14
0.710502,0.714953,15
0.747032,0.757009,16
0.756164,0.771028,17
0.879452,0.906542,18
0.897717,0.883178,19
0.751598,0.780374,20
0.665753,0.686916,21
0.579909,0.607477,22
0.477169,0.551402,23
0.385845,0.401869,0
0.326484,0.32243,1
0.283105,0.271028,2
0.248858,0.233645,3
0.239726,0.242991,4
0.255708,0.271028,5
0.318265,0.327103,6
0.427854,0.457944,7
0.523744,0.546729,8
0.624201,0.64486,9
0.669863,0.696262,10
0.669863,0.686916,11
0.60137,0.654206,12
0.514612,0.542056,13
0.470776,0.471963,14
0.479909,0.476636,15
0.484475,0.476636,16
0.509132,0.5,17
0.6621,0.682243,18
0.703196,0.728972,19
0.648402,0.668224,20
0.568493,0.588785,21
0.513699,0.5,22
0.449772,0.485981,23
0.369863,0.378505,0
0.319635,0.313084,1
0.251142,0.252336,2
0.223744,0.238318,3
0.203196,0.219626,4
0.212329,0.219626,5
0.244292,0.261682,6
0.276256,0.327103,7
0.262557,0.280374,8
0.366667,0.397196,9
0.444292,0.462617,10
0.489954,0.5,11
0.499087,0.53271,12
0.444292,0.457944,13
0.399543,0.434579,14
0.390411,0.406542,15
0.390411,0.406542,16
0.417808,0.443925,17
0.568493,0.584112,18
0.623288,0.626168,19
0.600457,0.621495,20
0.56621,0.579439,21
0.493151,0.509346,22
0.422374,0.462617,23
0.353881,0.378505,0
0.271689,0.299065,1
0.253425,0.257009,2
0.230594,0.242991,3
0.226027,0.242991,4
0.253425,0.28972,5
0.349315,0.378505,6
0.553881,0.588785,7
0.731963,0.785047,8
0.868037,0.859813,9
0.840639,0.911215,10
0.813242,0.878505,11
0.772146,0.813084,12
0.687671,0.728972,13
0.705936,0.724299,14
0.712785,0.747664,15
0.712785,0.747664,16
0.689954,0.714953,17
0.893151,0.911215,18
0.87032,0.869159,19
0.728767,0.799065,20
0.676256,0.714953,21
0.575342,0.607477,22
0.506849,0.523364,23
0.392694,0.420561,0
0.312785,0.331776,1
0.271689,0.285047,2
0.239726,0.261682,3
0.260274,0.275701,4
0.267123,0.308411,5
0.378995,0.401869,6
0.590411,0.621495,7
0.76758,0.808411,8
0.890868,0.911215,9
0.904566,0.957944,10
0.879452,0.934579,11
0.842922,0.859813,12
0.726484,0.780374,13
0.726484,0.719626,14
0.724201,0.766355,15
0.751598,0.794393,16
0.696804,0.733645,17
0.906849,0.939252,18
0.874886,0.948598,19
0.751598,0.775701,20
0.70137,0.742991,21
0.593607,0.626168,22
0.520548,0.518692,23
0.399543,0.420561,0
0.324201,0.350467,1
0.262557,0.28972,2
0.248858,0.285047,3
0.248858,0.285047,4
0.289954,0.331776,5
0.353881,0.425234,6
0.527854,0.598131,7
0.769863,0.813084,8
0.874886,0.906542,9
0.874886,0.925234,10
0.847489,0.864486,11
0.788128,0.808411,12
0.696804,0.719626,13
0.70137,0.724299,14
0.694521,0.733645,15
0.719635,0.747664,16
0.710502,0.752336,17
0.86347,0.897196,18
0.840639,0.88785,19
0.740183,0.813084,20
0.683105,0.733645,21
0.563927,0.616822,22
0.490868,0.509346,23
0.385845,0.411215,0
0.317352,0.350467,1
0.257991,0.294393,2
0.262557,0.294393,3
0.257991,0.275701,4
0.289954,0.317757,5
0.387215,0.406542,6
0.614612,0.630841,7
0.774429,0.766355,8
0.87032,0.878505,9
0.856621,0.883178,10
0.856621,0.869159,11
0.740183,0.78972,12
0.692237,0.719626,13
0.678539,0.714953,14
0.689954,0.738318,15
0.703653,0.747664,16
0.717352,0.738318,17
0.886301,0.929907,18
0.845205,0.906542,19
0.763014,0.808411,20
0.70137,0.742991,21
0.577626,0.616822,22
0.493151,0.514019,23
0.376712,0.401869,0
0.326484,0.341121,1
0.292237,0.308411,2
0.285388,0.28972,3
0.267123,0.28972,4
0.299087,0.327103,5
0.374429,0.420561,6
0.548402,0.640187,7
0.774429,0.813084,8
0.861187,0.897196,9
0.879452,0.897196,10
0.829224,0.869159,11
0.806393,0.813084,12
0.70137,0.724299,13
0.724201,0.705607,14
0.70137,0.728972,15
0.692237,0.733645,16
0.668493,0.719626,17
0.869406,0.897196,18
0.832877,0.869159,19
0.749315,0.803738,20
0.69589,0.71028,21
0.628311,0.61215,22
0.509589,0.514019,23
0.374886,0.448598,0
0.30411,0.336449,1
0.281279,0.28972,2
0.249315,0.261682,3
0.247032,0.261682,4
0.265297,0.28972,5
0.322374,0.341121,6
0.489041,0.46729,7
0.534703,0.542056,8
0.630594,0.654206,9
0.662557,0.696262,10
0.63516,0.672897,11
0.589498,0.621495,12
0.521005,0.546729,13
0.461644,0.490654,14
0.457078,0.485981,15
0.463927,0.490654,16
0.511872,0.518692,17
0.685388,0.705607,18
0.703653,0.742991,19
0.637443,0.682243,20
0.56895,0.598131,21
0.500457,0.53271,22
0.443379,0.462617,23
0.342922,0.378505,0
0.29726,0.317757,1
0.235616,0.271028,2
0.226484,0.247664,3
0.20137,0.224299,4
0.203653,0.228972,5
0.253881,0.275701,6
0.29726,0.32243,7
0.395434,0.364486,8
0.37032,0.392523,9
0.46621,0.495327,10
0.507306,0.537383,11
0.534703,0.560748,12
0.438813,0.471963,13
0.402283,0.434579,14
0.402283,0.425234,15
0.390868,0.397196,16
0.413699,0.448598,17
0.564384,0.626168,18
0.610046,0.635514,19
0.587215,0.607477,20
0.564384,0.598131,21
0.484475,0.509346,22
0.431963,0.457944,23
0.352055,0.373832,0
0.276712,0.294393,1
0.265297,0.271028,2
0.251598,0.247664,3
0.2379,0.252336,4
0.26758,0.285047,5
0.331507,0.378505,6
0.573516,0.588785,7
0.76895,0.771028,8
0.899087,0.901869,9
0.917352,0.934579,10
0.878539,0.897196,11
0.855708,0.869159,12
0.782648,0.780374,13
0.757534,0.775701,14
0.752968,0.813084,15
0.7621,0.799065,16
0.757534,0.803738,17
0.86484,0.915888,18
0.86484,0.897196,19
0.764384,0.799065,20
0.686758,0.714953,21
0.591781,0.621495,22
0.475342,0.490654,23
0.386301,0.411215,0
0.306393,0.331776,1
0.281279,0.308411,2
0.260731,0.261682,3
0.242466,0.261682,4
0.281279,0.313084,5
0.374886,0.38785,6
0.582648,0.607477,7
0.73242,0.780374,8
0.867123,0.883178,9
0.880822,0.901869,10
0.862557,0.878505,11
0.780365,0.827103,12
0.707306,0.724299,13
0.684475,0.691589,14
0.698174,0.728972,15
0.716438,0.738318,16
0.718721,0.733645,17
0.869406,0.901869,18
0.869406,0.892523,19
0.796347,0.78972,20
0.727854,0.742991,21
0.589498,0.654206,22
0.559817,0.537383,23
0.389041,0.415888,0
0.322831,0.341121,1
0.286301,0.294393,2
0.258904,0.271028,3
0.272603,0.275701,4
0.290868,0.308411,5
0.398174,0.397196,6
0.658447,0.640187,7
0.789954,0.827103,8
0.876712,0.920561,9
0.876712,0.901869,10
0.911872,0.915888,11
0.834247,0.878505,12
0.738356,0.780374,13
0.731507,0.775701,14
0.737443,0.757009,15
0.705479,0.752336,16
0.714612,0.728972,17
0.872146,0.897196,18
0.856164,0.892523,19
0.776256,0.794393,20
0.716895,0.719626,21
0.583105,0.598131,22
0.519178,0.509346,23
0.391324,0.406542,0
0.347945,0.327103,1
0.284018,0.28972,2
0.281735,0.280374,3
0.265753,0.266355,4
0.302283,0.308411,5
0.389954,0.383178,6
0.602283,0.593458,7
0.726941,0.742991,8
0.825114,0.836449,9
0.875342,0.841121,10
0.879909,0.836449,11
0.797717,0.761682,12
0.720091,0.682243,13
0.706393,0.691589,14
0.701826,0.696262,15
0.720091,0.71028,16
0.70411,0.686916,17
0.863927,0.859813,18
0.877626,0.878505,19
0.795434,0.771028,20
0.726941,0.700935,21
0.590868,0.598131,22
0.499543,0.504673,23
0.392237,0.392523,0
0.321461,0.336449,1
0.30274,0.294393,2
0.257078,0.271028,3
0.261644,0.275701,4
0.289041,0.303738,5
0.371233,0.383178,6
0.606393,0.588785,7
0.753881,0.728972,8
0.842922,0.850467,9
0.861187,0.841121,10
0.838356,0.808411,11
0.774886,0.761682,12
0.685845,0.672897,13
0.692694,0.67757,14
0.683562,0.67757,15
0.678995,0.67757,16
0.676712,0.700935,17
0.827397,0.864486,18
0.886758,0.864486,19
0.745205,0.766355,20
0.694977,0.700935,21
0.581735,0.574766,22
0.515525,0.495327,23
0.405936,0.401869,0
0.316895,0.336449,1
0.296347,0.294393,2
0.2621,0.280374,3
0.275799,0.280374,4
0.275799,0.294393,5
0.351142,0.341121,6
0.46758,0.481308,7
0.540639,0.546729,8
0.63516,0.570093,9
0.683105,0.67757,10
0.639269,0.635514,11
0.573059,0.560748,12
0.488584,0.485981,13
0.445662,0.439252,14
0.442922,0.434579,15
0.433333,0.448598,16
0.428767,0.448598,17
0.602283,0.658879,18
0.693607,0.700935,19
0.638813,0.64486,20
0.556621,0.584112,21
0.508676,0.514019,22
0.4379,0.420561,23
0.362557,0.359813,0
0.271233,0.294393,1
0.236986,0.247664,2
0.209589,0.224299,3
0.211872,0.214953,4
0.221005,0.238318,5
0.26895,0.266355,6
0.310046,0.294393,7
0.284932,0.275701,8
0.337443,0.35514,9
0.405936,0.420561,10
0.440183,0.443925,11
0.442466,0.434579,12
0.367123,0.364486,13
0.344292,0.35514,14
0.344292,0.313084,15
0.321461,0.303738,16
0.314612,0.303738,17
0.449315,0.485981,18
0.581735,0.602804,19
0.581735,0.61215,20
0.540639,0.565421,21
0.476712,0.5,22
0.43105,0.439252,23
0.328311,0.327103,0
0.282648,0.275701,1
0.248402,0.242991,2
0.220091,0.228972,3
0.224658,0.242991,4
0.265753,0.271028,5
0.222374,0.364486,6
0.575342,0.598131,7
0.73516,0.752336,8
0.826484,0.850467,9
0.828767,0.845794,10
0.771689,0.827103,11
0.785388,0.785047,12
0.689498,0.700935,13
0.694064,0.714953,14
0.716895,0.728972,15
0.730594,0.724299,16
0.707763,0.71028,17
0.821918,0.841121,18
0.876712,0.864486,19
0.771689,0.771028,20
0.707763,0.714953,21
0.580822,0.579439,22
0.491781,0.504673,23
0.374886,0.38785,0
0.310046,0.336449,1
0.282648,0.299065,2
0.259817,0.280374,3
0.252968,0.280374,4
0.275799,0.313084,5
0.330594,0.378505,6
0.569406,0.61215,7
0.715525,0.742991,8
0.838813,0.873832,9
0.857078,0.864486,10
0.850228,0.841121,11
0.786301,0.803738,12
0.699543,0.71028,13
0.69726,0.719626,14
0.678995,0.71028,15
0.701826,0.728972,16
0.678995,0.724299,17
0.83653,0.841121,18
0.850228,0.88785,19
0.745205,0.780374,20
0.717808,0.728972,21
0.604566,0.621495,22
0.540639,0.523364,23
0.408219,0.411215,0
0.303196,0.327103,1
0.273516,0.285047,2
0.264384,0.271028,3
0.287215,0.280374,4
0.284932,0.303738,5
0.371689,0.401869,6
0.613699,0.663551,7
0.726941,0.771028,8
0.850228,0.88785,9
0.868493,0.915888,10
0.859361,0.864486,11
0.781735,0.785047,12
0.717808,0.719626,13
0.713242,0.738318,14
0.715525,0.752336,15
0.706393,0.742991,16
0.708676,0.747664,17
0.768037,0.813084,18
0.831963,0.845794,19
0.749772,0.771028,20
0.674429,0.668224,21
0.572603,0.598131,22
0.508676,0.514019,23
0.396804,0.415888,0
0.292237,0.32243,1
0.283105,0.299065,2
0.255708,0.275701,3
0.237443,0.275701,4
0.285388,0.299065,5
0.372146,0.401869,6
0.550228,0.616822,7
0.713699,0.761682,8
0.850685,0.892523,9
0.891781,0.883178,10
0.900913,0.864486,11
0.814155,0.817757,12
0.713699,0.714953,13
0.681735,0.682243,14
0.66347,0.71028,15
0.668037,0.719626,16
0.665753,0.738318,17
0.768493,0.799065,18
0.830137,0.859813,19
0.738813,0.775701,20
0.658904,0.691589,21
0.568493,0.602804,22
0.522831,0.457944,23
0.374429,0.397196,0
0.310502,0.327103,1
0.278539,0.266355,2
0.251142,0.252336,3
0.294521,0.271028,4
0.299087,0.28972,5
0.353881,0.378505,6
0.570776,0.607477,7
0.706849,0.747664,8
0.779909,0.817757,9
0.816438,0.817757,10
0.793607,0.808411,11
0.72968,0.766355,12
0.652055,0.682243,13
0.652055,0.696262,14
0.690868,0.696262,15
0.67032,0.686916,16
0.63379,0.691589,17
0.830137,0.747664,18
0.718265,0.841121,19
0.773059,0.761682,20
0.661187,0.672897,21
0.577626,0.565421,22
0.495434,0.509346,23
0.390411,0.406542,0
0.312785,0.336449,1
0.283105,0.280374,2
0.278539,0.271028,3
0.271689,0.261682,4
0.276256,0.275701,5
0.326484,0.331776,6
0.454338,0.476636,7
0.509132,0.542056,8
0.627854,0.630841,9
0.643836,0.663551,10
0.621005,0.621495,11
0.520548,0.556075,12
0.465753,0.490654,13
0.429224,0.439252,14
0.417808,0.453271,15
0.422374,0.448598,16
0.445205,0.462617,17
0.511416,0.551402,18
0.675799,0.691589,19
0.621005,0.640187,20
0.538813,0.570093,21
0.497717,0.490654,22
0.39726,0.425234,23
0.324201,0.345794,0
0.272146,0.28972,1
0.23105,0.257009,2
0.212785,0.214953,3
0.189954,0.205607,4
0.217352,0.238318,5
0.258447,0.261682,6
0.276712,0.32243,7
0.244749,0.280374,8
0.36347,0.350467,9
0.4,0.415888,10
0.42968,0.439252,11
0.42968,0.443925,12
0.365753,0.383178,13
0.326941,0.336449,14
0.313242,0.327103,15
0.30411,0.313084,16
0.308676,0.303738,17
0.372603,0.401869,18
0.56895,0.598131,19
0.573516,0.602804,20
0.559817,0.556075,21
0.477626,0.46729,22
0.415982,0.415888,23
0.322374,0.336449,0
0.273973,0.285047,1
0.242009,0.247664,2
0.230594,0.228972,3
0.223744,0.219626,4
0.269406,0.252336,5
0.378995,0.345794,6
0.542466,0.570093,7
0.665753,0.700935,8
0.830137,0.836449,9
0.818721,0.831776,10
0.823288,0.78972,11
0.750228,0.747664,12
0.668037,0.67757,13
0.658904,0.686916,14
0.679452,0.691589,15
0.665753,0.700935,16
0.642922,0.672897,17
0.722831,0.719626,18
0.850685,0.836449,19
0.754795,0.766355,20
0.67032,0.696262,21
0.547945,0.570093,22
0.431507,0.46729,23
0.358447,0.364486,0
0.312785,0.299065,1
0.283105,0.280374,2
0.251142,0.252336,3
0.239726,0.247664,4
